title,Avg_salary,State,job_category,salary_year
Computer Resource Solutions ,$47.42 per hour,IL,Business Analyst,"$98,965.54 "
DSM Staff Network ,$31.52 per hour,IL,Business Analyst,"$65,782.24 "
PTS Inc ,$33.17 per hour,IL,Business Analyst,"$69,225.79 "
Cor-Tech LLC ,$47.50 per hour,IL,Business Analyst,"$99,132.50 "
Creospan Inc. ,$51.92 per hour,IL,Business Analyst,"$108,357.04 "
Resource 1 ,$52.00 per hour,IL,Business Analyst,"$108,524.00 "
Swoon Staffing ,$55.75 per hour,IL,Business Analyst,"$116,350.25 "
Indsoft Inc. ,$30.00 per hour,IL,Business Analyst,"$62,610.00 "
georgiait.inc ,$46.00 per hour,IL,Business Analyst,"$96,002.00 "
Collaborative LLC ,$43.13 per hour,IL,Business Analyst,"$90,012.31 "
"Anjaneyap, Inc. ",$32.06 per hour,IL,Business Analyst,"$66,909.22 "
Tigroup ,$42.78 per hour,IL,Business Analyst,"$89,281.86 "
Revolution Infosystems ,$42.78 per hour,IL,Business Analyst,"$89,281.86 "
Strategic Staffing Solutions ,$36.16 per hour,IL,Business Analyst,"$75,465.92 "
Ubertal ,$50.00 per hour,IL,Business Analyst,"$104,350.00 "
Interactive Business Systems ,$53.97 per hour,IL,Business Analyst,"$112,635.39 "
Libsys Inc ,$48.30 per hour,IL,Business Analyst,"$100,802.10 "
Infinity Consulting Solutions ,$41.93 per hour,IL,Business Analyst,"$87,507.91 "
i-SAPience ,$47.89 per hour,IL,Business Analyst,"$99,946.43 "
"Infoweb Systems, Inc. ",$49.79 per hour,IL,Business Analyst,"$103,911.73 "
Illinois Student Assistance Commission ,$19.40 per hour,IL,Business Analyst,"$40,487.80 "
Techligent Systems Inc. ,$34.74 per hour,IL,Business Analyst,"$72,502.38 "
CBSI Global ,$47.21 per hour,IL,Business Analyst,"$98,527.27 "
Adecco ,$29.93 per hour,IL,Business Analyst,"$62,463.91 "
Collaborative Staffing ,$40.20 per hour,IL,Business Analyst,"$83,897.40 "
Up Staffing ,$55.11 per hour,IL,Business Analyst,"$115,014.57 "
Populus Group ,$51.53 per hour,IL,Business Analyst,"$107,543.11 "
TotalMed Staffing ,$20.00 per hour,IL,Business Analyst,"$41,740.00 "
Pyramid ,$42.43 per hour,IL,Business Analyst,"$88,551.41 "
ASAP ,$45.47 per hour,IL,Business Analyst,"$94,895.89 "
iBizTek Solutions ,$45.42 per hour,IL,Business Analyst,"$94,791.54 "
Accountemps ,$24.00 per hour,IN,Business Analyst,"$50,088.00 "
eSense Incorporated ,$38.67 per hour,IN,Business Analyst,"$80,704.29 "
BCforward ,$41.63 per hour,IN,Business Analyst,"$86,881.81 "
Seven Hills Software Technologies ,$33.06 per hour,IN,Business Analyst,"$68,996.22 "
Mason Frank ,$78.83 per hour,IN,Business Analyst,"$164,518.21 "
Thavron Solutions LLC ,$55.00 per hour,IN,Business Analyst,"$114,785.00 "
Brite Systems Inc ,$30.00 per hour,IN,Business Analyst,"$62,610.00 "
HCL Technologies ,$40.00 per hour,IN,Business Analyst,"$83,480.00 "
Panzer Solutions ,$36.64 per hour,IN,Business Analyst,"$76,467.68 "
Cerebral Group LLC ,$37.06 per hour,IN,Business Analyst,"$77,344.22 "
Mason Frank International ,$72.03 per hour,IN,Business Analyst,"$150,326.61 "
Seven Hills Software Technologies Inc ,$35.18 per hour,IN,Business Analyst,"$73,420.66 "
Ampcus Inc ,$30.38 per hour,IN,Business Analyst,"$63,403.06 "
Accountemps ,$28.78 per hour,MA,Business Analyst,"$60,063.86 "
Software Specialists ,$32.67 per hour,MA,Business Analyst,"$68,182.29 "
Randstad Professionals ,$37.43 per hour,MA,Business Analyst,"$78,116.41 "
A&A Seach ,$66.24 per hour,MA,Business Analyst,"$138,242.88 "
Hire Talent ,$60.00 per hour,MA,Business Analyst,"$125,220.00 "
KNF&T Staffing Resources ,$36.63 per hour,MA,Business Analyst,"$76,446.81 "
The Bowdoin Group ,$56.72 per hour,MA,Business Analyst,"$118,374.64 "
Canon Recruiting Group ,$59.00 per hour,MA,Business Analyst,"$123,133.00 "
Systel ,$49.00 per hour,MA,Business Analyst,"$102,263.00 "
"TWO95 International, Inc ",$37.53 per hour,MA,Business Analyst,"$78,325.11 "
COMTEC INFORMATION SYSTEMS ,$50.00 per hour,MA,Business Analyst,"$104,350.00 "
International Financial Group ,$30.00 per hour,MA,Business Analyst,"$62,610.00 "
Okaya Inc ,$50.00 per hour,MA,Business Analyst,"$104,350.00 "
Pharmaceuticals ,$55.00 per hour,MA,Business Analyst,"$114,785.00 "
Agile Enterprise Inc ,$55.00 per hour,MA,Business Analyst,"$114,785.00 "
Experis ,$45.67 per hour,MA,Business Analyst,"$95,313.29 "
NITYO INFOTECH ,$61.28 per hour,MA,Business Analyst,"$127,891.36 "
Hobbs Madison ,$69.40 per hour,MA,Business Analyst,"$144,837.80 "
Krypto IT Solutions ,$70.00 per hour,MA,Business Analyst,"$146,090.00 "
Vision Infosystems Inc. ,$50.00 per hour,MA,Business Analyst,"$104,350.00 "
Total Clerical Services ,$15.00 per hour,MA,Business Analyst,"$31,305.00 "
Technocraftsolutions ,$50.00 per hour,MA,Business Analyst,"$104,350.00 "
GLOBAL DATA MANAGEMENT INC. ,$80.00 per hour,MA,Business Analyst,"$166,960.00 "
"TGT Global Staffing, LLC ",$52.80 per hour,MA,Business Analyst,"$110,193.60 "
Bay State Search ,$49.49 per hour,MA,Business Analyst,"$103,285.63 "
Merito Group ,$42.00 per hour,MA,Business Analyst,"$87,654.00 "
iBizTek Solutions ,$44.54 per hour,MA,Business Analyst,"$92,954.98 "
Techone Staffing ,$42.00 per hour,MA,Business Analyst,"$87,654.00 "
Xchange Software Inc ,$57.45 per hour,MA,Business Analyst,"$119,898.15 "
Mountain Limited ,$42.32 per hour,MA,Business Analyst,"$88,321.84 "
Aston Carter ,$23.26 per hour,MA,Business Analyst,"$48,543.62 "
Fabergent Inc. ,$67.88 per hour,MA,Business Analyst,"$141,665.56 "
"Business Knowledge Services, Inc. ",$20.00 per hour,MA,Business Analyst,"$41,740.00 "
"CorTech, LLC ",$35.32 per hour,MA,Business Analyst,"$73,712.84 "
"Canvas Infotech, Inc. ",$28.70 per hour,MA,Business Analyst,"$59,896.90 "
Brightcove ,$16.00 per hour,MA,Business Analyst,"$33,392.00 "
Populus Group ,$44.23 per hour,MA,Business Analyst,"$92,308.01 "
Accountemps ,$20.57 per hour,MD,Business Analyst,"$42,929.59 "
Exelon ,$35.35 per hour,MD,Business Analyst,"$73,775.45 "
Kforce ,$52.55 per hour,MD,Business Analyst,"$109,671.85 "
"CorTech, LLC ",$30.00 per hour,MD,Business Analyst,"$62,610.00 "
Cor-Tech LLC ,$34.97 per hour,MD,Business Analyst,"$72,982.39 "
Latitude Inc. ,$30.76 per hour,MD,Business Analyst,"$64,196.12 "
SoNoted ,$43.66 per hour,MD,Business Analyst,"$91,118.42 "
"nTech Connect, Inc. ",$60.00 per hour,MD,Business Analyst,"$125,220.00 "
Resource1 ,$48.64 per hour,MD,Business Analyst,"$101,511.68 "
"nTech Solutions, Inc. ",$53.18 per hour,MD,Business Analyst,"$110,986.66 "
Genuineit Llc ,$50.00 per hour,MD,Business Analyst,"$104,350.00 "
720 Worldwide Inc. ,$41.26 per hour,MD,Business Analyst,"$86,109.62 "
Strategic IT Staffing ,$41.05 per hour,MD,Business Analyst,"$85,671.35 "
ron@technogeninc.com ,$30.00 per hour,MD,Business Analyst,"$62,610.00 "
Mustang Technical Consultants ,$60.00 per hour,MD,Business Analyst,"$125,220.00 "
Swoon Staffing ,$47.14 per hour,MD,Business Analyst,"$98,381.18 "
FAAZ Consulting ,$35.56 per hour,MD,Business Analyst,"$74,213.72 "
"Concepts Information Technology, Inc ",$31.00 per hour,MD,Business Analyst,"$64,697.00 "
"DEMARK, Inc. ",$44.50 per hour,MD,Business Analyst,"$92,871.50 "
NTECH Solutions Inc ,$35.58 per hour,MD,Business Analyst,"$74,255.46 "
Plantek Consulting ,$29.57 per hour,MD,Business Analyst,"$61,712.59 "
Yoh ,$30.00 per hour,MD,Business Analyst,"$62,610.00 "
"Business Intelligence Systems, Inc. ",$35.10 per hour,MD,Business Analyst,"$73,253.70 "
Populus Group ,$45.41 per hour,MD,Business Analyst,"$94,770.67 "
Greenlight Technical Consulting ,$32.40 per hour,MD,Business Analyst,"$67,618.80 "
Techligent Systems Inc. ,$32.81 per hour,MD,Business Analyst,"$68,474.47 "
JAX HR Consulting Group ,$25.00 per hour,MD,Business Analyst,"$52,175.00 "
Seven Hills Software Technologies Inc ,$35.00 per hour,MD,Business Analyst,"$73,045.00 "
Adecco ,$25.63 per hour,MD,Business Analyst,"$53,489.81 "
State of Michigan ,$42.59 per hour,MI,Business Analyst,"$88,885.33 "
Accountemps ,$20.36 per hour,MI,Business Analyst,"$42,491.32 "
La-Z-Boy ,$60.00 per hour,MI,Business Analyst,"$125,220.00 "
The Bartech Group ,$33.92 per hour,MI,Business Analyst,"$70,791.04 "
Impact Business Group ,$43.56 per hour,MI,Business Analyst,"$90,909.72 "
Kforce ,$46.47 per hour,MI,Business Analyst,"$96,982.89 "
iVantage Group ,$49.70 per hour,MI,Business Analyst,"$103,723.90 "
"CorTech, LLC ",$28.31 per hour,MI,Business Analyst,"$59,082.97 "
Quadrant Four ,$42.12 per hour,MI,Business Analyst,"$87,904.44 "
Mars Malibobtech Technologies INC ,$18.00 per hour,MI,Business Analyst,"$37,566.00 "
Venteon ,$51.46 per hour,MI,Business Analyst,"$107,397.02 "
BCN ,$43.00 per hour,MI,Business Analyst,"$89,741.00 "
Collabera ,$47.43 per hour,MI,Business Analyst,"$98,986.41 "
BSC ,$39.00 per hour,MI,Business Analyst,"$81,393.00 "
AIC ,$55.01 per hour,MI,Business Analyst,"$114,805.87 "
"Chandra Technologies, Inc. ",$59.61 per hour,MI,Business Analyst,"$124,406.07 "
NationalTechJobs ,$46.19 per hour,MI,Business Analyst,"$96,398.53 "
TECH TAMMINA ,$50.00 per hour,MI,Business Analyst,"$104,350.00 "
KSTN Recruiting ,$40.00 per hour,MI,Business Analyst,"$83,480.00 "
DSM Staff Network ,$32.66 per hour,MI,Business Analyst,"$68,161.42 "
A-Line Staffing ,$47.03 per hour,MI,Business Analyst,"$98,151.61 "
Emaculate Solutions ,$50.10 per hour,MI,Business Analyst,"$104,558.70 "
Knox and Associates ,$55.00 per hour,MI,Business Analyst,"$114,785.00 "
AMJ Technologies Inc. ,$70.00 per hour,MI,Business Analyst,"$146,090.00 "
"Concepts Information Technology, Inc ",$31.49 per hour,MI,Business Analyst,"$65,719.63 "
Global Technology Associates ,$39.18 per hour,MI,Business Analyst,"$81,768.66 "
Miracle Software Systems ,$31.75 per hour,MI,Business Analyst,"$66,262.25 "
infinite Computer Solution ,$54.06 per hour,MI,Business Analyst,"$112,823.22 "
BSC Solutions Inc ,$46.16 per hour,MI,Business Analyst,"$96,335.92 "
Cor-tech International ,$50.00 per hour,MI,Business Analyst,"$104,350.00 "
"Miracle Software Systems,Inc ",$50.00 per hour,MI,Business Analyst,"$104,350.00 "
innoSoul Inc ,$57.11 per hour,MI,Business Analyst,"$119,188.57 "
Green Globe Technologies Lansing ,$58.00 per hour,MI,Business Analyst,"$121,046.00 "
Real Staffing ,$38.81 per hour,MI,Business Analyst,"$80,996.47 "
Principle RPO ,$36.03 per hour,MI,Business Analyst,"$75,194.61 "
Hire IT People Inc ,$60.89 per hour,MI,Business Analyst,"$127,077.43 "
Techligent Systems Inc. ,$33.28 per hour,MI,Business Analyst,"$69,455.36 "
"RICEFW Technologies, Inc. ",$50.00 per hour,MI,Business Analyst,"$104,350.00 "
COMPLETE CORPORATE SOLUTIONS ,$50.22 per hour,MI,Business Analyst,"$104,809.14 "
"VED Software Services, Inc. ",$51.13 per hour,MI,Business Analyst,"$106,708.31 "
GTA ,$31.14 per hour,MI,Business Analyst,"$64,989.18 "
ricefwtech ,$55.00 per hour,MI,Business Analyst,"$114,785.00 "
Cygnus Professionals Inc. ,$45.00 per hour,MI,Business Analyst,"$93,915.00 "
"Global Information Systems, Inc ",$38.05 per hour,MI,Business Analyst,"$79,410.35 "
PDS STAFFING ,$21.00 per hour,MI,Business Analyst,"$43,827.00 "
The Judge Group ,$32.80 per hour,MI,Business Analyst,"$68,453.60 "
Huxley Associates ,$40.00 per hour,MI,Business Analyst,"$83,480.00 "
RGBSI ,$47.09 per hour,MI,Business Analyst,"$98,276.83 "
ConsultNet ,$29.59 per hour,MI,Business Analyst,"$61,754.33 "
GeoLogics Corporation ,$31.52 per hour,MI,Business Analyst,"$65,782.24 "
OnCore USA ,$39.59 per hour,MI,Business Analyst,"$82,624.33 "
"Gunther Douglas, Inc. ",$65.82 per hour,MI,Business Analyst,"$137,366.34 "
"Business Intelligence Systems, Inc. ",$31.20 per hour,MI,Business Analyst,"$65,114.40 "
Kutir Corporation ,$47.73 per hour,MI,Business Analyst,"$99,612.51 "
Renegade Strategies ,$40.00 per hour,MI,Business Analyst,"$83,480.00 "
CDI Corporation ,$43.13 per hour,MI,Business Analyst,"$90,012.31 "
State of Minnesota ,$43.43 per hour,MN,Business Analyst,"$90,638.41 "
Accountemps ,$19.26 per hour,MN,Business Analyst,"$40,195.62 "
Robert Half Technology ,$44.44 per hour,MN,Business Analyst,"$92,746.28 "
Minnesota Judicial Branch ,$36.05 per hour,MN,Business Analyst,"$75,236.35 "
Robert Half ,$19.22 per hour,MN,Business Analyst,"$40,112.14 "
Randstad Professionals ,$29.30 per hour,MN,Business Analyst,"$61,149.10 "
"Canvas Infotech, Inc. ",$26.74 per hour,MN,Business Analyst,"$55,806.38 "
AIC ,$55.01 per hour,MN,Business Analyst,"$114,805.87 "
Equity Staffing Group ,$32.32 per hour,MN,Business Analyst,"$67,451.84 "
Strategic Staffing Solutions ,$33.56 per hour,MN,Business Analyst,"$70,039.72 "
Mason Frank International ,$80.20 per hour,MN,Business Analyst,"$167,377.40 "
IDC Technologies ,$59.02 per hour,MN,Business Analyst,"$123,174.74 "
Huxley Associates ,$35.00 per hour,MN,Business Analyst,"$73,045.00 "
Judge Healthcare ,$25.32 per hour,MN,Business Analyst,"$52,842.84 "
StanSource ,$50.00 per hour,MN,Business Analyst,"$104,350.00 "
BIGCODE ,$45.00 per hour,MN,Business Analyst,"$93,915.00 "
GDKN ,$38.00 per hour,MN,Business Analyst,"$79,306.00 "
Mindlance ,$55.00 per hour,MN,Business Analyst,"$114,785.00 "
CTG ,$31.99 per hour,MN,Business Analyst,"$66,763.13 "
Select Source International ,$60.00 per hour,MN,Business Analyst,"$125,220.00 "
Advantage Staffing Solutions ,$41.93 per hour,MN,Business Analyst,"$87,507.91 "
Ettain Group ,$41.29 per hour,MN,Business Analyst,"$86,172.23 "
TechDigital Corporation ,$50.15 per hour,MN,Business Analyst,"$104,663.05 "
"SDK Software, Inc. ",$59.92 per hour,MN,Business Analyst,"$125,053.04 "
Modis ,$32.59 per hour,MN,Business Analyst,"$68,015.33 "
"Astir Technologies, LLC ",$40.00 per hour,MN,Business Analyst,"$83,480.00 "
"Concepts Information Technology, Inc ",$34.28 per hour,MN,Business Analyst,"$71,542.36 "
Precision Resource Company ,$46.39 per hour,MN,Business Analyst,"$96,815.93 "
Accounting Principals ,$37.23 per hour,MN,Business Analyst,"$77,699.01 "
Randstad ,$33.51 per hour,MN,Business Analyst,"$69,935.37 "
ITvorks ,$55.00 per hour,MN,Business Analyst,"$114,785.00 "
TrueBridge Resourses ,$67.63 per hour,MN,Business Analyst,"$141,143.81 "
"Amer Technology, Inc ",$50.00 per hour,MN,Business Analyst,"$104,350.00 "
The Bulldog Companies ,$45.87 per hour,MN,Business Analyst,"$95,730.69 "
Aston Carter ,$15.61 per hour,MN,Business Analyst,"$32,578.07 "
ACT-Consulting ,$54.86 per hour,NC,Business Analyst,"$114,492.82 "
"DIVERSANT, LLC ",$48.17 per hour,NC,Business Analyst,"$100,530.79 "
Global Talent Resources ,$58.29 per hour,NC,Business Analyst,"$121,651.23 "
"Chandra Technologies, Inc. ",$55.15 per hour,NC,Business Analyst,"$115,098.05 "
Queen Associates ,$55.76 per hour,NC,Business Analyst,"$116,371.12 "
CRG Workforce ,$53.33 per hour,NC,Business Analyst,"$111,299.71 "
ibizteksolutions ,$55.00 per hour,NC,Business Analyst,"$114,785.00 "
Veredus ,$52.78 per hour,NC,Business Analyst,"$110,151.86 "
CRG ,$50.31 per hour,NC,Business Analyst,"$104,996.97 "
Principle Solutions Group ,$45.75 per hour,NC,Business Analyst,"$95,480.25 "
" in Charlotte, NC",$45.45 per hour,NC,Business Analyst,"$94,854.15 "
" in Raleigh, NC",$48.62 per hour,NC,Business Analyst,"$101,469.94 "
" in Durham, NC",$73.62 per hour,NC,Business Analyst,"$153,644.94 "
" in Greensboro, NC",$43.28 per hour,NC,Business Analyst,"$90,325.36 "
" in Cary, NC",$39.16 per hour,NC,Business Analyst,"$81,726.92 "
Bank Of America ,$41.74 per hour,NC,Business Analyst,"$87,111.38 "
Wells Fargo ,$40.66 per hour,NC,Business Analyst,"$84,857.42 "
Sherpa LLC ,$41.49 per hour,NC,Business Analyst,"$86,589.63 "
Ettain Group ,$39.47 per hour,NC,Business Analyst,"$82,373.89 "
Experis ,$56.57 per hour,NC,Business Analyst,"$118,061.59 "
Strategic Staffing Solutions ,$41.51 per hour,NC,Business Analyst,"$86,631.37 "
Signature Consultants ,$44.71 per hour,NC,Business Analyst,"$93,309.77 "
"TekPartners, A P2P Staffing Company ",$38.75 per hour,NC,Business Analyst,"$80,871.25 "
TEKsystems ,$45.83 per hour,NC,Business Analyst,"$95,647.21 "
Mitchell/Martin Inc. ,$40.76 per hour,NC,Business Analyst,"$85,066.12 "
Volt ,$26.89 per hour,NC,Business Analyst,"$56,119.43 "
Randstad Professionals ,$35.39 per hour,NC,Business Analyst,"$73,858.93 "
Randstad ,$34.12 per hour,NC,Business Analyst,"$71,208.44 "
Collabera ,$31.27 per hour,NC,Business Analyst,"$65,260.49 "
Infojini Inc ,$52.17 per hour,NC,Business Analyst,"$108,878.79 "
ACT-IT Consulting ,$44.86 per hour,NC,Business Analyst,"$93,622.82 "
Vaco ,$43.95 per hour,NC,Business Analyst,"$91,723.65 "
"Star Group Associates, Inc. ",$47.73 per hour,NC,Business Analyst,"$99,612.51 "
MATRIX Resources ,$50.96 per hour,NC,Business Analyst,"$106,353.52 "
Technocraft solutions LLc ,$40.00 per hour,NC,Business Analyst,"$83,480.00 "
"Matlen Silver Group, Inc. ",$50.97 per hour,NC,Business Analyst,"$106,374.39 "
Red Zone Resources ,$68.95 per hour,NC,Business Analyst,"$143,898.65 "
Kforce ,$40.44 per hour,NC,Business Analyst,"$84,398.28 "
NMS Consulting Group ,$46.00 per hour,NC,Business Analyst,"$96,002.00 "
Large Global Banking Client ,$45.00 per hour,NC,Business Analyst,"$93,915.00 "
Robert Half Management Resources ,$44.23 per hour,NC,Business Analyst,"$92,308.01 "
"ICONMA, LLC. ",$40.19 per hour,NC,Business Analyst,"$83,876.53 "
DSM Staff Network ,$30.46 per hour,NC,Business Analyst,"$63,570.02 "
TekPartners ,$38.13 per hour,NC,Business Analyst,"$79,577.31 "
Technocraft Solutions LLc. ,$55.00 per hour,NC,Business Analyst,"$114,785.00 "
"Paramount Software Solutions, Inc ",$80.00 per hour,NC,Business Analyst,"$166,960.00 "
Cohesive Technologies LLC ,$60.00 per hour,NC,Business Analyst,"$125,220.00 "
"NewSouth Technologies, Inc. ",$42.14 per hour,NC,Business Analyst,"$87,946.18 "
Euclid Innovations ,$60.00 per hour,NC,Business Analyst,"$125,220.00 "
Hysphere ,$90.00 per hour,NC,Business Analyst,"$187,830.00 "
CBIT Technologies. ,$55.00 per hour,NC,Business Analyst,"$114,785.00 "
Accountemps ,$15.64 per hour,NC,Business Analyst,"$32,640.68 "
South Bay Consulting Services ,$39.05 per hour,NC,Business Analyst,"$81,497.35 "
"Mindseeker, Inc. ",$54.28 per hour,NC,Business Analyst,"$113,282.36 "
BCforward ,$42.84 per hour,NC,Business Analyst,"$89,407.08 "
Terranova Consulting ,$55.00 per hour,NC,Business Analyst,"$114,785.00 "
The Norland Group ,$36.50 per hour,NC,Business Analyst,"$76,175.50 "
IDC Technologies ,$58.07 per hour,NC,Business Analyst,"$121,192.09 "
Liberty Mutual ,$16.97 per hour,NC,Business Analyst,"$35,416.39 "
Gensys International ,$70.00 per hour,NC,Business Analyst,"$146,090.00 "
Aerotek ,$27.21 per hour,NC,Business Analyst,"$56,787.27 "
BRAINHUNTER SYSTEMS LTD. ,$50.00 per hour,NC,Business Analyst,"$104,350.00 "
Astyra Corporation ,$47.06 per hour,NC,Business Analyst,"$98,214.22 "
"TalentBurst, Inc ",$50.38 per hour,NC,Business Analyst,"$105,143.06 "
Eminence Technology Solutions LLC ,$55.00 per hour,NC,Business Analyst,"$114,785.00 "
Large Financial Client ,$50.00 per hour,NC,Business Analyst,"$104,350.00 "
Infojini Consulting ,$100 per hour,NC,Business Analyst,"$208,700.00 "
Modis ,$41.55 per hour,NC,Business Analyst,"$86,714.85 "
ITSSI ,$44.00 per hour,NC,Business Analyst,"$91,828.00 "
IDEXCEL Technologies Pvt Ltd ,$40.81 per hour,NC,Business Analyst,"$85,170.47 "
Recruiting Group ,$23.00 per hour,NC,Business Analyst,"$48,001.00 "
"Global Channel Management, Inc. ",$60.37 per hour,NC,Business Analyst,"$125,992.19 "
"Canvas Infotech, Inc. ",$28.34 per hour,NC,Business Analyst,"$59,145.58 "
Yasmesoft ,$45.00 per hour,NC,Business Analyst,"$93,915.00 "
"Concepts Information Technology, Inc ",$31.00 per hour,NC,Business Analyst,"$64,697.00 "
Tailored Management ,$35.84 per hour,NC,Business Analyst,"$74,798.08 "
"Questa Technology, Inc. ",$34.15 per hour,NC,Business Analyst,"$71,271.05 "
Questa Technology ,$35.00 per hour,NC,Business Analyst,"$73,045.00 "
Boson systems LLC ,$45.00 per hour,NC,Business Analyst,"$93,915.00 "
Swoon Staffing ,$37.96 per hour,NC,Business Analyst,"$79,222.52 "
Calista Corporation ,$35.00 per hour,NC,Business Analyst,"$73,045.00 "
Techstar Group ,$48.00 per hour,NC,Business Analyst,"$100,176.00 "
Son Soft Inc ,$57.14 per hour,NC,Business Analyst,"$119,251.18 "
cyberThink Inc ,$42.00 per hour,NC,Business Analyst,"$87,654.00 "
TD Bank ,$44.23 per hour,NJ,Business Analyst,"$92,308.01 "
Bristol-Myers Squibb ,$49.17 per hour,NJ,Business Analyst,"$102,617.79 "
Robert Half ,$36.58 per hour,NJ,Business Analyst,"$76,342.46 "
Accountemps ,$32.40 per hour,NJ,Business Analyst,"$67,618.80 "
Eclaro ,$59.07 per hour,NJ,Business Analyst,"$123,279.09 "
Tech Mahindra ,$28.23 per hour,NJ,Business Analyst,"$58,916.01 "
ConsultADD Inc ,$29.59 per hour,NJ,Business Analyst,"$61,754.33 "
